FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,City_ORIGIN,City_DEST
2018-01-01,UA,2429,New York / Newark,Denver
2018-01-01,UA,2427,Las Vegas,San Francisco
2018-01-01,UA,2426,Orange County,Denver
2018-01-01,UA,2425,Fort Myers,Chicago
2018-01-01,UA,2424,Chicago,Albany
2018-01-01,UA,2422,Chicago,Omaha
2018-01-01,UA,2421,Houston,Las Vegas
2018-01-01,UA,2420,Denver,Cedar Rapids
2018-01-01,UA,2419,Sacramento,New York / Newark
2018-01-01,UA,2418,Richmond,Denver
2018-01-01,UA,2417,Portland,New York / Newark
2018-01-01,UA,2416,Chicago,Cleveland
2018-01-01,UA,2415,New York / Newark,Portland
2018-01-01,UA,2414,New York / Newark,Atlanta
2018-01-01,UA,2413,Chicago,Burlington
2018-01-01,UA,2412,Orlando,Los Angeles
2018-01-01,UA,2411,New York / Newark,Sacramento
2018-01-01,UA,2410,Fort Myers,New York / Newark
2018-01-01,UA,2409,Houston,Jackson Hole
2018-01-01,UA,2408,Knoxville,New York / Newark
2018-01-01,UA,2406,New York / Newark,Knoxville
2018-01-01,UA,2405,San Francisco,Houston
2018-01-01,UA,2404,Fort Myers,Chicago
2018-01-01,UA,2403,San Francisco,"Honolulu, Oahu"
2018-01-01,UA,2402,Jackson Hole,New York / Newark
2018-01-01,UA,2400,Boston,San Francisco
2018-01-01,UA,2399,Chicago,Miami
2018-01-01,UA,2398,New Orleans,New York / Newark
2018-01-01,UA,2397,Miami,Houston
2018-01-01,UA,2394,New York / Newark,Los Angeles
2018-01-01,UA,2393,Seattle / Tacoma (SeaTac),Houston
2018-01-01,UA,2392,San Antonio,Houston
2018-01-01,UA,2391,Salt Lake City,New York / Newark
2018-01-01,UA,2390,Orlando,San Francisco
2018-01-01,UA,2389,New Orleans,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2388,Denver,Richmond
2018-01-01,UA,2386,Chicago,Fort Myers
2018-01-01,UA,2386,Raleigh,Chicago
2018-01-01,UA,2385,Denver,Chicago
2018-01-01,UA,2384,New York / Newark,Fort Lauderdale
2018-01-01,UA,2381,Miami,Chicago
2018-01-01,UA,2381,Chicago,San Diego
2018-01-01,UA,2380,Fort Lauderdale,New York / Newark
2018-01-01,UA,2173,"Washington, D.C. / Dulles / Chantilly",Denver
2018-01-01,UA,2172,New York / Newark,Houston
2018-01-01,UA,2171,Dallas,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2170,Denver,Salt Lake City
2018-01-01,UA,2169,Denver,Portland
2018-01-01,UA,2168,Denver,Wichita
2018-01-01,UA,2167,Denver,New York / Newark
2018-01-01,UA,2166,Anchorage,Denver
2018-01-01,UA,2165,Minneapolis,Chicago
2018-01-01,UA,2164,Albany,Chicago
2018-01-01,UA,2163,San Francisco,Reno
2018-01-01,UA,2162,San Francisco,Eugene
2018-01-01,UA,2161,Chicago,Orlando
2018-01-01,UA,2160,Chicago,Kansas City
2018-01-01,UA,2159,Chicago,Detroit
2018-01-01,UA,2158,Chicago,Charlotte
2018-01-01,UA,2157,Los Angeles,Denver
2018-01-01,UA,2156,San Francisco,Cleveland
2018-01-01,UA,2155,Indianapolis,Chicago
2018-01-01,UA,2154,"Washington, D.C. / Dulles / Chantilly",Fort Lauderdale
2018-01-01,UA,2153,New York / Newark,Burlington
2018-01-01,UA,2152,San Francisco,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2151,San Francisco,Boston
2018-01-01,UA,2150,Los Angeles,San Diego
2018-01-01,UA,2149,Los Angeles,Chicago
2018-01-01,UA,2148,San Diego,New York / Newark
2018-01-01,UA,2147,New York / Newark,Chicago
2018-01-01,UA,2146,Nashville,Houston
2018-01-01,UA,2145,Hartford,New York / Newark
2018-01-01,UA,2144,Albuquerque,Houston
2018-01-01,UA,2143,San Francisco,San Diego
2018-01-01,UA,2142,San Francisco,Phoenix
2018-01-01,UA,2141,New Orleans,Denver
2018-01-01,UA,2140,Savannah,New York / Newark
2018-01-01,UA,2138,Orlando,Chicago
2018-01-01,UA,2137,Denver,Bozeman
2018-01-01,UA,2136,Boston,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2135,Denver,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2135,Phoenix,Denver
2018-01-01,UA,2134,Austin,Houston
2018-01-01,UA,2134,Houston,New Orleans
2018-01-01,UA,2133,Albany,Chicago
2018-01-01,UA,2133,Chicago,Las Vegas
2018-01-01,UA,2132,Philadelphia,San Francisco
2018-01-01,UA,2131,Houston,Chicago
2018-01-01,UA,2130,Los Angeles,New York / Newark
2018-01-01,UA,2129,San Jose,Chicago
2018-01-01,UA,2128,San Francisco,Miami
2018-01-01,UA,2127,San Francisco,Los Angeles
2018-01-01,UA,2126,Orlando,Los Angeles
2018-01-01,UA,2124,Orlando,New York / Newark
2018-01-01,UA,2123,Austin,San Francisco
2018-01-01,UA,2122,Denver,San Jose
2018-01-01,UA,2121,Houston,New York / Newark
2018-01-01,UA,2120,Los Angeles,Chicago
2018-01-01,UA,2119,Nashville,San Francisco
2018-01-01,UA,2118,Denver,Minneapolis
2018-01-01,UA,2117,Los Angeles,New York / Newark
2018-01-01,UA,2116,Chicago,Houston
2018-01-01,UA,2115,Houston,Las Vegas
2018-01-01,UA,2114,Houston,West Palm Beach
2018-01-01,UA,2113,Philadelphia,Houston
2018-01-01,UA,2112,Seattle / Tacoma (SeaTac),Houston
2018-01-01,UA,2111,San Antonio,Houston
2018-01-01,UA,2110,Houston,Dallas
2018-01-01,UA,2109,Dallas,Houston
2018-01-01,UA,2108,San Antonio,Houston
2018-01-01,UA,2107,Denver,Los Angeles
2018-01-01,UA,2106,Chicago,Fort Lauderdale
2018-01-01,UA,2106,Norfolk,Chicago
2018-01-01,UA,2105,Houston,San Antonio
2018-01-01,UA,2104,"Washington, D.C. / Arlington County",Denver
2018-01-01,UA,2103,Houston,Orlando
2018-01-01,UA,2102,Houston,Las Vegas
2018-01-01,UA,2101,Houston,San Francisco
2018-01-01,UA,2100,Houston,Fort Lauderdale
2018-01-01,UA,2099,San Diego,Houston
2018-01-01,UA,2098,New York,Houston
2018-01-01,UA,2097,Houston,Los Angeles
2018-01-01,UA,2096,Orange County,Houston
2018-01-01,UA,2095,Houston,Austin
2018-01-01,UA,2094,Houston,New York
2018-01-01,UA,2094,San Diego,Houston
2018-01-01,UA,2093,Dallas,San Francisco
2018-01-01,UA,2092,Baltimore,Houston
2018-01-01,UA,2091,Miami,Houston
2018-01-01,UA,2090,Los Angeles,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2089,Pittsburgh,Denver
2018-01-01,UA,2087,Sacramento,Houston
2018-01-01,UA,2086,Sacramento,San Francisco
2018-01-01,UA,2085,Houston,New Orleans
2018-01-01,UA,2083,Phoenix,Houston
2018-01-01,UA,2081,San Francisco,Sacramento
2018-01-01,UA,2080,"Kahului, Maui",San Francisco
2018-01-01,UA,2079,Cleveland,Orlando
2018-01-01,UA,2078,New York,Houston
2018-01-01,UA,2077,Norfolk,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2076,Houston,Denver
2018-01-01,UA,2073,Miami,Houston
2018-01-01,UA,2072,Chicago,Fort Lauderdale
2018-01-01,UA,2071,Chicago,Denver
2018-01-01,UA,2070,San Francisco,Indianapolis
2018-01-01,UA,2069,Denver,Fort Myers
2018-01-01,UA,2068,Los Angeles,Dallas
2018-01-01,UA,2067,Houston,Tampa
2018-01-01,UA,2066,Chicago,Fort Lauderdale
2018-01-01,UA,2065,Indianapolis,San Francisco
2018-01-01,UA,2064,San Francisco,Philadelphia
2018-01-01,UA,2063,San Francisco,Baltimore
2018-01-01,UA,2062,New York / Newark,Boston
2018-01-01,UA,2062,Fort Lauderdale,New York / Newark
2018-01-01,UA,2060,San Francisco,Nashville
2018-01-01,UA,2059,Baltimore,San Francisco
2018-01-01,UA,2056,Los Angeles,Denver
2018-01-01,UA,2055,San Francisco,Portland
2018-01-01,UA,2054,Portland,San Francisco
2018-01-01,UA,2053,Houston,Miami
2018-01-01,UA,2051,Tampa,San Francisco
2018-01-01,UA,2050,Myrtle Beach,New York / Newark
2018-01-01,UA,2049,Denver,Houston
2018-01-01,UA,2049,Los Angeles,Denver
2018-01-01,UA,2047,Boston,New York / Newark
2018-01-01,UA,2046,San Francisco,"Washington, D.C. / Arlington County"
2018-01-01,UA,2045,Fort Lauderdale,New York / Newark
2018-01-01,UA,2044,San Francisco,New York / Newark
2018-01-01,UA,2043,Chicago,Houston
2018-01-01,UA,2042,"Washington, D.C. / Arlington County",San Francisco
2018-01-01,UA,2041,New York / Newark,Denver
2018-01-01,UA,2041,Los Angeles,New York / Newark
2018-01-01,UA,2040,Houston,Fort Lauderdale
2018-01-01,UA,2039,Los Angeles,Chicago
2018-01-01,UA,2038,San Jose,New York / Newark
2018-01-01,UA,2037,New York / Newark,Houston
2018-01-01,UA,2036,Denver,Boston
2018-01-01,UA,2035,Sacramento,Chicago
2018-01-01,UA,2034,Houston,McAllen
2018-01-01,UA,2033,Denver,Ontario
2018-01-01,UA,2032,Chicago,Sarasota
2018-01-01,UA,2031,Denver,San Francisco
2018-01-01,UA,2031,San Francisco,Denver
2018-01-01,UA,2030,Rochester,New York / Newark
2018-01-01,UA,2029,Denver,San Antonio
2018-01-01,UA,2028,San Francisco,Denver
2018-01-01,UA,2027,Las Vegas,Houston
2018-01-01,UA,2026,San Diego,Chicago
2018-01-01,UA,2024,San Antonio,Houston
2018-01-01,UA,2022,San Juan / Carolina,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2021,"Washington, D.C. / Dulles / Chantilly",San Juan / Carolina
2018-01-01,UA,2017,Houston,San Antonio
2018-01-01,UA,2016,San Diego,San Francisco
2018-01-01,UA,2015,New York / Newark,Chicago
2018-01-01,UA,2015,Chicago,Denver
2018-01-01,UA,2014,Eagle/Vail,Chicago
2018-01-01,UA,2011,Jackson Hole,Chicago
2018-01-01,UA,2010,"Honolulu, Oahu",San Francisco
2018-01-01,UA,2009,Orlando,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,2008,San Diego,Chicago
2018-01-01,UA,2007,New Orleans,New York / Newark
2018-01-01,UA,2006,New York / Newark,San Francisco
2018-01-01,UA,2005,Chicago,Sacramento
2018-01-01,UA,2004,Portland,Chicago
2018-01-01,UA,2003,Chicago,Orange County
2018-01-01,UA,2002,"Washington, D.C. / Dulles / Chantilly",Tampa
2018-01-01,UA,2001,Chicago,Los Angeles
2018-01-01,UA,2000,Phoenix,Chicago
2018-01-01,UA,1999,Denver,Miami
2018-01-01,UA,1998,Houston,San Francisco
2018-01-01,UA,1997,New York / Newark,Boston
2018-01-01,UA,1996,Chicago,San Juan / Carolina
2018-01-01,UA,1995,Chicago,New York / Newark
2018-01-01,UA,1993,Ontario,Denver
2018-01-01,UA,1992,New York / Newark,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,1991,New York / Newark,San Francisco
2018-01-01,UA,1990,Chicago,Bozeman
2018-01-01,UA,1989,Los Angeles,Baltimore
2018-01-01,UA,1988,Chicago,San Francisco
2018-01-01,UA,1987,West Palm Beach,New York / Newark
2018-01-01,UA,1986,Dallas,New York / Newark
2018-01-01,UA,1985,New York / Newark,Fort Myers
2018-01-01,UA,1985,Fort Lauderdale,New York / Newark
2018-01-01,UA,1984,Los Angeles,Houston
2018-01-01,UA,1983,New York / Newark,Tampa
2018-01-01,UA,1983,Fort Myers,New York / Newark
2018-01-01,UA,1982,San Diego,Denver
2018-01-01,UA,1981,Cleveland,Los Angeles
2018-01-01,UA,1981,Houston,Orlando
2018-01-01,UA,1981,Los Angeles,Houston
2018-01-01,UA,1980,Houston,Orlando
2018-01-01,UA,1980,Orlando,New York / Newark
2018-01-01,UA,1979,Los Angeles,Austin
2018-01-01,UA,1978,New York / Newark,San Francisco
2018-01-01,UA,1977,Chicago,Raleigh
2018-01-01,UA,1976,Phoenix,New York / Newark
2018-01-01,UA,1975,Denver,Houston
2018-01-01,UA,1975,Milwaukee,Denver
2018-01-01,UA,1974,Miami,New York / Newark
2018-01-01,UA,1973,San Francisco,San Diego
2018-01-01,UA,1972,"Washington, D.C. / Dulles / Chantilly",New York / Newark
2018-01-01,UA,1970,New York / Newark,Atlanta
2018-01-01,UA,1968,Philadelphia,Denver
2018-01-01,UA,1967,Houston,Chicago
2018-01-01,UA,1966,Houston,Hayden
2018-01-01,UA,1965,Hayden,Houston
2018-01-01,UA,1964,Miami,Chicago
2018-01-01,UA,1963,Houston,Denver
2018-01-01,UA,1963,Los Angeles,Houston
2018-01-01,UA,1961,New York / Newark,Austin
2018-01-01,UA,1960,New York / Newark,Los Angeles
2018-01-01,UA,1959,Miami,New York / Newark
2018-01-01,UA,1958,San Francisco,Houston
2018-01-01,UA,1957,Houston,San Jose
2018-01-01,UA,1956,Houston,Los Angeles
2018-01-01,UA,1955,Houston,"Washington, D.C. / Arlington County"
2018-01-01,UA,1954,Las Vegas,Houston
2018-01-01,UA,1953,Jacksonville,Houston
2018-01-01,UA,1950,San Francisco,Cleveland
2018-01-01,UA,1949,Boston,Denver
2018-01-01,UA,1946,Boston,New York / Newark
2018-01-01,UA,1945,Houston,New York / Newark
2018-01-01,UA,1945,Seattle / Tacoma (SeaTac),Houston
2018-01-01,UA,1943,Houston,Orange County
2018-01-01,UA,1942,Fort Lauderdale,Houston
2018-01-01,UA,1942,Houston,Las Vegas
2018-01-01,UA,1939,New York / Newark,Orlando
2018-01-01,UA,1938,Houston,Portland
2018-01-01,UA,1937,Chicago,Austin
2018-01-01,UA,1936,Chicago,Detroit
2018-01-01,UA,1935,West Palm Beach,New York / Newark
2018-01-01,UA,1932,New York / Newark,Seattle / Tacoma (SeaTac)
2018-01-01,UA,1931,Oklahoma City,Denver
2018-01-01,UA,1930,San Antonio,Houston
2018-01-01,UA,1929,Seattle / Tacoma (SeaTac),New York / Newark
2018-01-01,UA,1928,Boston,New York / Newark
2018-01-01,UA,1926,New York,Houston
2018-01-01,UA,1925,Houston,San Francisco
2018-01-01,UA,1924,Tampa,New York / Newark
2018-01-01,UA,1923,New York / Newark,Miami
2018-01-01,UA,1923,Orange County,New York / Newark
2018-01-01,UA,1922,New York / Newark,Boston
2018-01-01,UA,1921,Atlanta,New York / Newark
2018-01-01,UA,1920,Houston,New York
2018-01-01,UA,1919,San Francisco,Palm Springs
2018-01-01,UA,1917,Denver,Austin
2018-01-01,UA,1917,Minneapolis,Denver
2018-01-01,UA,1916,Houston,San Diego
2018-01-01,UA,1916,San Diego,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,1915,San Francisco,Austin
2018-01-01,UA,1913,Chicago,New York / Newark
2018-01-01,UA,1909,Los Angeles,New York / Newark
2018-01-01,UA,1908,San Francisco,Portland
2018-01-01,UA,1907,Houston,Fort Lauderdale
2018-01-01,UA,1904,San Diego,Denver
2018-01-01,UA,1900,Atlanta,San Francisco
2018-01-01,UA,1899,Las Vegas,Houston
2018-01-01,UA,1898,West Palm Beach,New York / Newark
2018-01-01,UA,1897,Los Angeles,Chicago
2018-01-01,UA,1896,Las Vegas,San Francisco
2018-01-01,UA,1895,Houston,Phoenix
2018-01-01,UA,1895,Tampa,Houston
2018-01-01,UA,1894,New Orleans,Houston
2018-01-01,UA,1893,San Francisco,Denver
2018-01-01,UA,1892,New York / Newark,Hartford
2018-01-01,UA,1891,Chicago,San Francisco
2018-01-01,UA,1890,New York / Newark,Tampa
2018-01-01,UA,1889,San Francisco,Austin
2018-01-01,UA,1888,Houston,Boston
2018-01-01,UA,1888,Portland,Houston
2018-01-01,UA,1887,Denver,Hartford
2018-01-01,UA,1886,Hartford,Denver
2018-01-01,UA,1885,New York / Newark,San Francisco
2018-01-01,UA,1884,Houston,Portland
2018-01-01,UA,1883,Chicago,San Jose
2018-01-01,UA,1882,Los Angeles,New York / Newark
2018-01-01,UA,1881,"Washington, D.C. / Dulles / Chantilly",San Francisco
2018-01-01,UA,1880,Denver,Houston
2018-01-01,UA,1878,New York / Newark,San Francisco
2018-01-01,UA,1878,San Francisco,Houston
2018-01-01,UA,1877,New York / Newark,Orange County
2018-01-01,UA,1877,Tampa,New York / Newark
2018-01-01,UA,1876,Sarasota,Chicago
2018-01-01,UA,1875,New York,Houston
2018-01-01,UA,1874,Houston,Denver
2018-01-01,UA,1873,Hartford,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,1872,Houston,Oklahoma City
2018-01-01,UA,1871,Fort Myers,Chicago
2018-01-01,UA,1870,Houston,San Diego
2018-01-01,UA,1870,Tampa,Houston
2018-01-01,UA,1869,New York / Newark,Orlando
2018-01-01,UA,1868,Boston,New York / Newark
2018-01-01,UA,1867,Houston,New York / Newark
2018-01-01,UA,1867,Seattle / Tacoma (SeaTac),Houston
2018-01-01,UA,1867,San Francisco,Seattle / Tacoma (SeaTac)
2018-01-01,UA,1866,New York / Newark,Dallas
2018-01-01,UA,1865,San Francisco,Boston
2018-01-01,UA,1863,Los Angeles,San Francisco
2018-01-01,UA,1862,Houston,Austin
2018-01-01,UA,1860,Denver,Reno
2018-01-01,UA,1859,Houston,Phoenix
2018-01-01,UA,1858,Denver,New York
2018-01-01,UA,1858,San Francisco,Denver
2018-01-01,UA,1857,New York / Newark,Fort Myers
2018-01-01,UA,1853,Philadelphia,Chicago
2018-01-01,UA,1852,Ontario,Denver
2018-01-01,UA,1851,Houston,Baltimore
2018-01-01,UA,1851,San Jose,Houston
2018-01-01,UA,1850,Orlando,Chicago
2018-01-01,UA,1849,New York / Newark,Atlanta
2018-01-01,UA,1847,Chicago,San Francisco
2018-01-01,UA,1845,San Francisco,Denver
2018-01-01,UA,1844,Houston,San Francisco
2018-01-01,UA,1843,Houston,Salt Lake City
2018-01-01,UA,1842,Houston,Los Angeles
2018-01-01,UA,1840,"Washington, D.C. / Dulles / Chantilly",Los Angeles
2018-01-01,UA,1837,New York / Newark,Austin
2018-01-01,UA,1836,Chicago,Portland
2018-01-01,UA,1835,Nashville,San Francisco
2018-01-01,UA,1834,Fort Myers,New York / Newark
2018-01-01,UA,1832,Austin,Chicago
2018-01-01,UA,1830,San Francisco,Nashville
2018-01-01,UA,1829,New York / Newark,Austin
2018-01-01,UA,1828,Denver,Houston
2018-01-01,UA,1827,New York / Newark,San Diego
2018-01-01,UA,1826,Bozeman,Chicago
2018-01-01,UA,1825,San Juan / Carolina,New York / Newark
2018-01-01,UA,1824,Denver,Kansas City
2018-01-01,UA,1823,Chicago,New York
2018-01-01,UA,1822,Dallas,Denver
2018-01-01,UA,1821,Dallas,Houston
2018-01-01,UA,1820,Bozeman,Chicago
2018-01-01,UA,1819,Denver,Houston
2018-01-01,UA,1819,New York / Newark,Denver
2018-01-01,UA,1818,New York / Newark,Chicago
2018-01-01,UA,1817,Denver,Cedar Rapids
2018-01-01,UA,1815,Houston,San Francisco
2018-01-01,UA,1815,Los Angeles,Houston
2018-01-01,UA,1814,Chicago,New Orleans
2018-01-01,UA,1812,San Francisco,Raleigh
2018-01-01,UA,1811,Denver,Phoenix
2018-01-01,UA,1810,New York / Newark,Houston
2018-01-01,UA,1809,Fort Lauderdale,Cleveland
2018-01-01,UA,1808,Cleveland,Fort Myers
2018-01-01,UA,1807,Denver,New York / Newark
2018-01-01,UA,1806,Cleveland,Fort Lauderdale
2018-01-01,UA,1804,New York / Newark,Rochester
2018-01-01,UA,1802,New York / Newark,Cleveland
2018-01-01,UA,1801,Houston,"Washington, D.C. / Arlington County"
2018-01-01,UA,1799,Eugene,San Francisco
2018-01-01,UA,1799,San Francisco,New York / Newark
2018-01-01,UA,1798,San Francisco,San Diego
2018-01-01,UA,1797,Houston,Phoenix
2018-01-01,UA,1797,Tampa,Houston
2018-01-01,UA,1796,San Francisco,New York / Newark
2018-01-01,UA,1795,Houston,Tucson
2018-01-01,UA,1793,Houston,San Antonio
2018-01-01,UA,1792,Houston,Seattle / Tacoma (SeaTac)
2018-01-01,UA,1791,Houston,Los Angeles
2018-01-01,UA,1790,New York / Newark,Fort Lauderdale
2018-01-01,UA,1790,Fort Lauderdale,Chicago
2018-01-01,UA,1790,Chicago,Portland
2018-01-01,UA,1789,Houston,Tampa
2018-01-01,UA,1788,Orlando,Houston
2018-01-01,UA,1787,Houston,Raleigh
2018-01-01,UA,1786,Los Angeles,Cleveland
2018-01-01,UA,1785,"Washington, D.C. / Dulles / Chantilly",Fort Lauderdale
2018-01-01,UA,1783,Orlando,Houston
2018-01-01,UA,1782,Boise,Denver
2018-01-01,UA,1781,Houston,Sacramento
2018-01-01,UA,1779,Denver,Albuquerque
2018-01-01,UA,1778,Reno,San Francisco
2018-01-01,UA,1777,Houston,Los Angeles
2018-01-01,UA,1776,Portland,Chicago
2018-01-01,UA,1774,Denver,Philadelphia
2018-01-01,UA,1774,Phoenix,Denver
2018-01-01,UA,1773,New York / Newark,Portland
2018-01-01,UA,1773,West Palm Beach,New York / Newark
2018-01-01,UA,1772,Houston,San Antonio
2018-01-01,UA,1771,Spokane,Denver
2018-01-01,UA,1770,New York / Newark,Myrtle Beach
2018-01-01,UA,1769,Tucson,Denver
2018-01-01,UA,1768,Houston,Tampa
2018-01-01,UA,1768,Orlando,Houston
2018-01-01,UA,1767,Denver,"Washington, D.C. / Arlington County"
2018-01-01,UA,1766,Houston,Portland
2018-01-01,UA,1765,Houston,Las Vegas
2018-01-01,UA,1764,New York / Newark,West Palm Beach
2018-01-01,UA,1764,Orlando,New York / Newark
2018-01-01,UA,1762,Houston,Chicago
2018-01-01,UA,1760,"Honolulu, Oahu",Los Angeles
2018-01-01,UA,1758,Denver,"Kailua-Kona, Hawaii"
2018-01-01,UA,1755,Phoenix,San Francisco
2018-01-01,UA,1754,Houston,New Orleans
2018-01-01,UA,1753,New York / Newark,Las Vegas
2018-01-01,UA,1753,Houston,Philadelphia
2018-01-01,UA,1753,Las Vegas,Houston
2018-01-01,UA,1752,Houston,Los Angeles
2018-01-01,UA,1750,Chicago,Charlotte
2018-01-01,UA,1749,San Francisco,"Kahului, Maui"
2018-01-01,UA,1747,Houston,Salt Lake City
2018-01-01,UA,1746,"Lihue, Kauai",San Francisco
2018-01-01,UA,1745,New York / Newark,Bozeman
2018-01-01,UA,1743,Denver,Palm Springs
2018-01-01,UA,1742,Fort Lauderdale,Chicago
2018-01-01,UA,1742,Chicago,San Francisco
2018-01-01,UA,1741,Boston,Chicago
2018-01-01,UA,1740,New York / Newark,Denver
2018-01-01,UA,1739,Orlando,Cleveland
2018-01-01,UA,1738,Chicago,Miami
2018-01-01,UA,1736,Denver,"Kahului, Maui"
2018-01-01,UA,1735,"Washington, D.C. / Arlington County",Chicago
2018-01-01,UA,1731,"Kailua-Kona, Hawaii",Denver
2018-01-01,UA,1728,"Kahului, Maui",San Francisco
2018-01-01,UA,1728,San Francisco,Minneapolis
2018-01-01,UA,1725,San Francisco,"Kahului, Maui"
2018-01-01,UA,1724,"Kailua-Kona, Hawaii",San Francisco
2018-01-01,UA,1723,San Francisco,"Kailua-Kona, Hawaii"
2018-01-01,UA,1722,Minneapolis,Chicago
2018-01-01,UA,1722,Chicago,Houston
2018-01-01,UA,1721,San Francisco,"Kailua-Kona, Hawaii"
2018-01-01,UA,1719,Bozeman,New York / Newark
2018-01-01,UA,1718,Los Angeles,"Kailua-Kona, Hawaii"
2018-01-01,UA,1717,Houston,Jacksonville
2018-01-01,UA,1716,New York / Newark,Jacksonville
2018-01-01,UA,1712,New York / Newark,Orange County
2018-01-01,UA,1711,Portland,New York / Newark
2018-01-01,UA,1709,New York,Chicago
2018-01-01,UA,1708,Eagle/Vail,Denver
2018-01-01,UA,1707,Houston,Orlando
2018-01-01,UA,1706,"Hilo, Hawaii",Los Angeles
2018-01-01,UA,1705,San Francisco,Chicago
2018-01-01,UA,1704,Orlando,Chicago
2018-01-01,UA,1702,Tampa,New York / Newark
2018-01-01,UA,1701,Dallas,Chicago
2018-01-01,UA,1700,Houston,San Francisco
2018-01-01,UA,1698,Raleigh,San Francisco
2018-01-01,UA,1697,New York,Chicago
2018-01-01,UA,1697,Chicago,Indianapolis
2018-01-01,UA,1696,New York / Newark,Seattle / Tacoma (SeaTac)
2018-01-01,UA,1695,Seattle / Tacoma (SeaTac),New York / Newark
2018-01-01,UA,1690,Denver,San Francisco
2018-01-01,UA,1688,San Francisco,Seattle / Tacoma (SeaTac)
2018-01-01,UA,1685,"Lihue, Kauai",Denver
2018-01-01,UA,1684,San Francisco,"Lihue, Kauai"
2018-01-01,UA,1683,New York / Newark,Buffalo
2018-01-01,UA,1680,Houston,Tampa
2018-01-01,UA,1680,Phoenix,Houston
2018-01-01,UA,1676,New York,Houston
2018-01-01,UA,1672,Houston,Denver
2018-01-01,UA,1671,Houston,Seattle / Tacoma (SeaTac)
2018-01-01,UA,1670,San Francisco,"Honolulu, Oahu"
2018-01-01,UA,1666,New York / Newark,Boston
2018-01-01,UA,1666,Houston,New York / Newark
2018-01-01,UA,1660,Minneapolis,Denver
2018-01-01,UA,1658,Orange County,New York / Newark
2018-01-01,UA,1652,New York / Newark,Nashville
2018-01-01,UA,1649,New York / Newark,Fort Myers
2018-01-01,UA,1644,Houston,Orlando
2018-01-01,UA,1642,Chicago,New York
2018-01-01,UA,1641,Chicago,Seattle / Tacoma (SeaTac)
2018-01-01,UA,1641,Sarasota,Chicago
2018-01-01,UA,1640,New York / Newark,Tampa
2018-01-01,UA,1640,Los Angeles,New York / Newark
2018-01-01,UA,1638,Fort Lauderdale,Houston
2018-01-01,UA,1638,Houston,Orange County
2018-01-01,UA,1638,Orange County,San Francisco
2018-01-01,UA,1636,"Honolulu, Oahu",Los Angeles
2018-01-01,UA,1635,Salt Lake City,Houston
2018-01-01,UA,1634,Chicago,Norfolk
2018-01-01,UA,1633,Fort Myers,Cleveland
2018-01-01,UA,1626,Denver,San Francisco
2018-01-01,UA,1621,Orlando,Chicago
2018-01-01,UA,1620,Palm Springs,San Francisco
2018-01-01,UA,1619,Houston,New Orleans
2018-01-01,UA,1616,Orange County,San Francisco
2018-01-01,UA,1615,Cleveland,San Francisco
2018-01-01,UA,1615,Houston,Atlanta
2018-01-01,UA,1615,San Francisco,Houston
2018-01-01,UA,1613,Denver,Los Angeles
2018-01-01,UA,1612,Houston,Philadelphia
2018-01-01,UA,1611,New York / Newark,Phoenix
2018-01-01,UA,1611,Chicago,New York / Newark
2018-01-01,UA,1611,Orange County,Chicago
2018-01-01,UA,1610,San Francisco,Salt Lake City
2018-01-01,UA,1604,"Washington, D.C. / Dulles / Chantilly",Chicago
2018-01-01,UA,1603,Chicago,Phoenix
2018-01-01,UA,1601,Orlando,New York / Newark
2018-01-01,UA,1600,Phoenix,New York / Newark
2018-01-01,UA,1599,Houston,Fort Myers
2018-01-01,UA,1596,New York / Newark,Las Vegas
2018-01-01,UA,1593,New York / Newark,San Diego
2018-01-01,UA,1593,Houston,Fort Myers
2018-01-01,UA,1593,San Diego,Houston
2018-01-01,UA,1592,Eagle/Vail,Denver
2018-01-01,UA,1591,Dallas,Los Angeles
2018-01-01,UA,1590,Chicago,San Diego
2018-01-01,UA,1589,San Francisco,"Honolulu, Oahu"
2018-01-01,UA,1587,Houston,Eagle/Vail
2018-01-01,UA,1586,Sacramento,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,UA,1585,New York / Newark,Savannah
2018-01-01,UA,1584,New York / Newark,San Francisco
2018-01-01,UA,1583,Houston,Las Vegas
2018-01-01,UA,1582,Tampa,New York / Newark
2018-01-01,UA,1581,"Washington, D.C. / Dulles / Chantilly",New York / Newark
2018-01-01,UA,1580,"Kahului, Maui",San Francisco
2018-01-01,UA,1579,New York / Newark,Miami
2018-01-01,UA,1578,Houston,Boston
