FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,City_ORIGIN,City_DEST
2018-01-01,B6,247,Oakland,Long Beach
2018-01-01,B6,248,Long Beach,Oakland
2018-01-01,B6,251,Boston,Orlando
2018-01-01,B6,252,Orlando,Boston
2018-01-01,B6,254,"Washington, D.C. / Arlington County",Boston
2018-01-01,B6,255,Boston,"Washington, D.C. / Arlington County"
2018-01-01,B6,261,Boston,San Juan / Carolina
2018-01-01,B6,262,San Juan / Carolina,Boston
2018-01-01,B6,263,New York,Seattle / Tacoma (SeaTac)
2018-01-01,B6,264,Seattle / Tacoma (SeaTac),New York
2018-01-01,B6,265,Sacramento,Long Beach
2018-01-01,B6,266,Long Beach,Sacramento
2018-01-01,B6,269,Boston,Fort Lauderdale
2018-01-01,B6,272,Fort Lauderdale,New York
2018-01-01,B6,275,Hartford,San Juan / Carolina
2018-01-01,B6,277,Fort Lauderdale,San Francisco
2018-01-01,B6,278,San Francisco,Fort Lauderdale
2018-01-01,B6,279,Las Vegas,Long Beach
2018-01-01,B6,280,Long Beach,Las Vegas
2018-01-01,B6,282,Houston,New York
2018-01-01,B6,283,New York,Orlando
2018-01-01,B6,284,Orlando,New York
2018-01-01,B6,286,New York,Rochester
2018-01-01,B6,287,Boston,Los Angeles
2018-01-01,B6,288,Los Angeles,Boston
2018-01-01,B6,289,New York,Orlando
2018-01-01,B6,290,"Washington, D.C. / Arlington County",Boston
2018-01-01,B6,294,Fort Lauderdale,Baltimore
2018-01-01,B6,295,Baltimore,Fort Lauderdale
2018-01-01,B6,299,New York,Orlando
2018-01-01,B6,302,Fort Lauderdale,New York
2018-01-01,B6,305,New York / Newark,Fort Lauderdale
2018-01-01,B6,306,Fort Lauderdale,New York / Newark
2018-01-01,B6,315,Syracuse,New York
2018-01-01,B6,317,Boston,New York
2018-01-01,B6,318,New York,Boston
2018-01-01,B6,319,Fort Lauderdale,Salt Lake City
2018-01-01,B6,320,Salt Lake City,Fort Lauderdale
2018-01-01,B6,321,Boston,West Palm Beach
2018-01-01,B6,323,New York,Los Angeles
2018-01-01,B6,325,New York,Tampa
2018-01-01,B6,326,Tampa,New York
2018-01-01,B6,329,New York,Fort Myers
2018-01-01,B6,333,Boston,San Francisco
2018-01-01,B6,340,San Juan / Carolina,"Christiansted, St. Croix"
2018-01-01,B6,341,"Christiansted, St. Croix",San Juan / Carolina
2018-01-01,B6,347,Oakland,Long Beach
2018-01-01,B6,348,Long Beach,Oakland
2018-01-01,B6,350,Tampa,"Washington, D.C. / Arlington County"
2018-01-01,B6,352,Orlando,Boston
2018-01-01,B6,353,New York,West Palm Beach
2018-01-01,B6,356,"Washington, D.C. / Dulles / Chantilly",Boston
2018-01-01,B6,357,Boston,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,B6,358,Burbank,New York
2018-01-01,B6,359,New York,Burbank
2018-01-01,B6,362,West Palm Beach,New York
2018-01-01,B6,365,Sacramento,Long Beach
2018-01-01,B6,371,New York,Fort Lauderdale
2018-01-01,B6,375,Philadelphia,Fort Lauderdale
2018-01-01,B6,376,Fort Lauderdale,Philadelphia
2018-01-01,B6,380,Long Beach,Las Vegas
2018-01-01,B6,381,Boston,Richmond
2018-01-01,B6,391,Boston,Tampa
2018-01-01,B6,392,Tampa,Boston
2018-01-01,B6,393,New York,Daytona Beach
2018-01-01,B6,395,White Plains,Orlando
2018-01-01,B6,396,Atlanta,Boston
2018-01-01,B6,397,Boston,Atlanta
2018-01-01,B6,398,Orlando,New York
2018-01-01,B6,401,Boston,New Orleans
2018-01-01,B6,402,Fort Lauderdale,New York
2018-01-01,B6,403,New York,San Juan / Carolina
2018-01-01,B6,404,Atlanta,Boston
2018-01-01,B6,405,Boston,Long Beach
2018-01-01,B6,406,Long Beach,Seattle / Tacoma (SeaTac)
2018-01-01,B6,407,Seattle / Tacoma (SeaTac),Long Beach
2018-01-01,B6,408,New York,Portland
2018-01-01,B6,415,New York,San Francisco
2018-01-01,B6,418,New York,Boston
2018-01-01,B6,424,Los Angeles,New York
2018-01-01,B6,425,New York,Tampa
2018-01-01,B6,426,Tampa,New York
2018-01-01,B6,428,Orlando,New York / Newark
2018-01-01,B6,429,New York,Fort Myers
2018-01-01,B6,430,Fort Myers,New York
2018-01-01,B6,433,"Washington, D.C. / Arlington County",West Palm Beach
2018-01-01,B6,434,San Francisco,Boston
2018-01-01,B6,438,Orlando,Hartford
2018-01-01,B6,440,Cleveland,Boston
2018-01-01,B6,441,Boston,Cleveland
2018-01-01,B6,445,Newburgh,Orlando
2018-01-01,B6,447,Oakland,Long Beach
2018-01-01,B6,448,Long Beach,Oakland
2018-01-01,B6,451,Boston,Orlando
2018-01-01,B6,453,New York,West Palm Beach
2018-01-01,B6,454,West Palm Beach,New York
2018-01-01,B6,455,Boston,"Washington, D.C. / Arlington County"
2018-01-01,B6,459,Boston,Philadelphia
2018-01-01,B6,460,Fort Lauderdale,Hartford
2018-01-01,B6,461,New York,West Palm Beach
2018-01-01,B6,462,San Juan / Carolina,Boston
2018-01-01,B6,465,Boston,Fort Myers
2018-01-01,B6,466,Fort Myers,Boston
2018-01-01,B6,469,Boston,Fort Lauderdale
2018-01-01,B6,470,Fort Lauderdale,Boston
2018-01-01,B6,471,Boston,San Jose
2018-01-01,B6,472,San Jose,Boston
2018-01-01,B6,475,Providence,Orlando
2018-01-01,B6,476,Orlando,Providence
2018-01-01,B6,477,New York,Jacksonville
2018-01-01,B6,478,Jacksonville,New York
2018-01-01,B6,481,"Washington, D.C. / Arlington County",Fort Myers
2018-01-01,B6,482,Fort Myers,"Washington, D.C. / Arlington County"
2018-01-01,B6,483,New York,Orlando
2018-01-01,B6,485,Rochester,New York
2018-01-01,B6,486,New York,Rochester
2018-01-01,B6,487,Boston,Los Angeles
2018-01-01,B6,488,Los Angeles,Boston
2018-01-01,B6,489,Boston,"Washington, D.C. / Arlington County"
2018-01-01,B6,491,Buffalo,Los Angeles
2018-01-01,B6,492,Los Angeles,Buffalo
2018-01-01,B6,493,Boston,Denver
2018-01-01,B6,494,Denver,Boston
2018-01-01,B6,495,White Plains,Orlando
2018-01-01,B6,498,Seattle / Tacoma (SeaTac),Boston
2018-01-01,B6,499,New York,Orlando
2018-01-01,B6,500,Daytona Beach,New York
2018-01-01,B6,502,Fort Lauderdale,New York
2018-01-01,B6,504,Long Beach,Boston
2018-01-01,B6,507,Portland,New York
2018-01-01,B6,508,New York,Portland
2018-01-01,B6,511,Fort Lauderdale,Austin
2018-01-01,B6,512,Austin,Fort Lauderdale
2018-01-01,B6,514,Long Beach,New York
2018-01-01,B6,515,Boston,Buffalo
2018-01-01,B6,516,San Francisco,New York
2018-01-01,B6,518,New York,Boston
2018-01-01,B6,521,Boston,West Palm Beach
2018-01-01,B6,522,West Palm Beach,Boston
2018-01-01,B6,523,New York,Los Angeles
2018-01-01,B6,524,Los Angeles,New York
2018-01-01,B6,525,New York,Tampa
2018-01-01,B6,529,Fort Lauderdale,San Diego
2018-01-01,B6,530,San Diego,Fort Lauderdale
2018-01-01,B6,531,Salt Lake City,Long Beach
2018-01-01,B6,532,Long Beach,Salt Lake City
2018-01-01,B6,533,Hartford,Tampa
2018-01-01,B6,534,San Francisco,Boston
2018-01-01,B6,535,Newburgh,Fort Lauderdale
2018-01-01,B6,536,Fort Lauderdale,Newburgh
2018-01-01,B6,537,Hartford,Orlando
2018-01-01,B6,543,New York / Newark,West Palm Beach
2018-01-01,B6,548,Tampa,White Plains
2018-01-01,B6,549,"Washington, D.C. / Arlington County",Tampa
2018-01-01,B6,552,San Juan / Carolina,Tampa
2018-01-01,B6,553,New York,West Palm Beach
2018-01-01,B6,563,Chicago,Fort Lauderdale
2018-01-01,B6,563,Fort Lauderdale,San Juan / Carolina
2018-01-01,B6,566,San Juan / Carolina,Fort Lauderdale
2018-01-01,B6,566,Fort Lauderdale,Chicago
2018-01-01,B6,569,Boston,Fort Lauderdale
2018-01-01,B6,570,Fort Lauderdale,Boston
2018-01-01,B6,573,New York / Newark,Tampa
2018-01-01,B6,574,Tampa,New York / Newark
2018-01-01,B6,575,New York,New Orleans
2018-01-01,B6,576,New Orleans,New York
2018-01-01,B6,577,Fort Lauderdale,San Francisco
2018-01-01,B6,578,San Francisco,Fort Lauderdale
2018-01-01,B6,581,New York,Houston
2018-01-01,B6,583,New York,Orlando
2018-01-01,B6,584,Orlando,New York
2018-01-01,B6,585,Rochester,New York
2018-01-01,B6,589,"Washington, D.C. / Arlington County",Jacksonville
2018-01-01,B6,590,"Washington, D.C. / Arlington County",Boston
2018-01-01,B6,597,Boston,Seattle / Tacoma (SeaTac)
2018-01-01,B6,598,Seattle / Tacoma (SeaTac),Boston
2018-01-01,B6,601,New York,Fort Lauderdale
2018-01-01,B6,602,Phoenix,Boston
2018-01-01,B6,603,Boston,Phoenix
2018-01-01,B6,612,Fort Myers,New York / Newark
2018-01-01,B6,619,Boston,San Diego
2018-01-01,B6,620,San Diego,Boston
2018-01-01,B6,623,New York,Los Angeles
2018-01-01,B6,624,Los Angeles,New York
2018-01-01,B6,629,Orlando,Aguadilla
2018-01-01,B6,630,Aguadilla,Orlando
2018-01-01,B6,634,West Palm Beach,"Washington, D.C. / Arlington County"
2018-01-01,B6,640,Cleveland,Boston
2018-01-01,B6,641,Boston,Cleveland
2018-01-01,B6,643,New York / Newark,West Palm Beach
2018-01-01,B6,644,West Palm Beach,New York / Newark
2018-01-01,B6,645,Richmond,Fort Lauderdale
2018-01-01,B6,646,Fort Lauderdale,Richmond
2018-01-01,B6,647,Boston,Salt Lake City
2018-01-01,B6,648,Salt Lake City,Boston
2018-01-01,B6,651,Tampa,San Juan / Carolina
2018-01-01,B6,655,Syracuse,Orlando
2018-01-01,B6,656,Orlando,Syracuse
2018-01-01,B6,657,Cleveland,Fort Lauderdale
2018-01-01,B6,658,Fort Lauderdale,Cleveland
2018-01-01,B6,660,Philadelphia,Boston
2018-01-01,B6,665,Boston,Fort Myers
2018-01-01,B6,667,Orlando,Ponce
2018-01-01,B6,668,Ponce,Orlando
2018-01-01,B6,669,New York,San Jose
2018-01-01,B6,670,San Jose,New York
2018-01-01,B6,672,Fort Lauderdale,New York
2018-01-01,B6,675,New York,New Orleans
2018-01-01,B6,677,New York,Jacksonville
2018-01-01,B6,678,Jacksonville,New York
2018-01-01,B6,679,Las Vegas,Long Beach
2018-01-01,B6,680,Long Beach,Las Vegas
2018-01-01,B6,682,Richmond,Boston
2018-01-01,B6,684,Orlando,New York
2018-01-01,B6,686,New York,Rochester
2018-01-01,B6,687,Boston,Los Angeles
2018-01-01,B6,688,Los Angeles,Boston
2018-01-01,B6,694,Fort Lauderdale,Baltimore
2018-01-01,B6,696,Atlanta,Boston
2018-01-01,B6,697,Boston,Atlanta
2018-01-01,B6,698,Orlando,New York
2018-01-01,B6,699,Hartford,"Washington, D.C. / Arlington County"
2018-01-01,B6,700,Los Angeles,Fort Lauderdale
2018-01-01,B6,701,Fort Lauderdale,Los Angeles
2018-01-01,B6,702,New York,Buffalo
2018-01-01,B6,705,New York / Newark,Fort Lauderdale
2018-01-01,B6,706,Fort Lauderdale,New York / Newark
2018-01-01,B6,711,New York,Las Vegas
2018-01-01,B6,714,Dallas,Boston
2018-01-01,B6,716,Jacksonville,"Washington, D.C. / Arlington County"
2018-01-01,B6,717,Boston,New York
2018-01-01,B6,718,New York,Boston
2018-01-01,B6,724,Orlando,"Washington, D.C. / Arlington County"
2018-01-01,B6,726,Long Beach,San Jose
2018-01-01,B6,727,Boston,Baltimore
2018-01-01,B6,728,Orlando,New York / Newark
2018-01-01,B6,731,Boston,New York
2018-01-01,B6,733,Orlando,San Juan / Carolina
2018-01-01,B6,735,San Francisco,Long Beach
2018-01-01,B6,736,Long Beach,San Francisco
2018-01-01,B6,737,Hartford,Orlando
2018-01-01,B6,741,Boston,Sarasota
2018-01-01,B6,745,New York,Ponce
2018-01-01,B6,746,Ponce,New York
2018-01-01,B6,748,Las Vegas,New York
2018-01-01,B6,753,New York,West Palm Beach
2018-01-01,B6,754,West Palm Beach,New York
2018-01-01,B6,760,Philadelphia,Boston
2018-01-01,B6,761,New York,West Palm Beach
2018-01-01,B6,767,Orlando,Ponce
2018-01-01,B6,768,Ponce,Orlando
2018-01-01,B6,789,New York,Orlando
2018-01-01,B6,790,"Washington, D.C. / Arlington County",Boston
2018-01-01,B6,794,Austin,New York
2018-01-01,B6,795,New York,Austin
2018-01-01,B6,796,Atlanta,Boston
2018-01-01,B6,797,Boston,Atlanta
2018-01-01,B6,801,Orlando,Salt Lake City
2018-01-01,B6,802,Salt Lake City,Orlando
2018-01-01,B6,811,New York / Newark,Fort Myers
2018-01-01,B6,812,Fort Myers,New York / Newark
2018-01-01,B6,813,White Plains,Fort Lauderdale
2018-01-01,B6,814,Fort Lauderdale,White Plains
2018-01-01,B6,815,Boston,Buffalo
2018-01-01,B6,816,Buffalo,Boston
2018-01-01,B6,821,Boston,West Palm Beach
2018-01-01,B6,822,West Palm Beach,Boston
2018-01-01,B6,823,"Washington, D.C. / Arlington County",Orlando
2018-01-01,B6,824,Orlando,"Washington, D.C. / Arlington County"
2018-01-01,B6,825,San Jose,Long Beach
2018-01-01,B6,826,Long Beach,San Jose
2018-01-01,B6,828,Orlando,New York / Newark
2018-01-01,B6,831,Boston,New York
2018-01-01,B6,832,New York,Boston
2018-01-01,B6,833,Boston,San Francisco
2018-01-01,B6,834,San Francisco,Boston
2018-01-01,B6,838,Aguadilla,New York
2018-01-01,B6,839,New York,Aguadilla
2018-01-01,B6,841,New York,Savannah
2018-01-01,B6,842,Savannah,New York
2018-01-01,B6,846,Orlando,Newburgh
2018-01-01,B6,854,"Washington, D.C. / Arlington County",Boston
2018-01-01,B6,860,Philadelphia,Boston
2018-01-01,B6,861,Boston,San Juan / Carolina
2018-01-01,B6,862,San Juan / Carolina,Boston
2018-01-01,B6,865,Boston,Fort Myers
2018-01-01,B6,866,Fort Myers,Boston
2018-01-01,B6,877,Boston,Las Vegas
2018-01-01,B6,878,Las Vegas,Boston
2018-01-01,B6,879,Las Vegas,Long Beach
2018-01-01,B6,880,Long Beach,Las Vegas
2018-01-01,B6,885,New York,Raleigh
2018-01-01,B6,886,Raleigh,New York
2018-01-01,B6,889,"Washington, D.C. / Arlington County",Charleston
2018-01-01,B6,891,Boston,Tampa
2018-01-01,B6,892,Tampa,Boston
2018-01-01,B6,901,New York,Fort Lauderdale
2018-01-01,B6,903,Hartford,Fort Myers
2018-01-01,B6,904,Fort Myers,Hartford
2018-01-01,B6,905,New York / Newark,Fort Lauderdale
2018-01-01,B6,906,Chicago,New York
2018-01-01,B6,913,White Plains,Fort Lauderdale
2018-01-01,B6,914,Fort Lauderdale,White Plains
2018-01-01,B6,915,New York,San Francisco
2018-01-01,B6,916,San Francisco,New York
2018-01-01,B6,917,Boston,New York
2018-01-01,B6,925,New York,Tampa
2018-01-01,B6,927,New York / Newark,Orlando
2018-01-01,B6,928,Orlando,New York / Newark
2018-01-01,B6,929,New York,Fort Myers
2018-01-01,B6,930,Fort Myers,New York
2018-01-01,B6,932,Houston,Boston
2018-01-01,B6,933,Orlando,San Juan / Carolina
2018-01-01,B6,934,San Juan / Carolina,Orlando
2018-01-01,B6,938,Aguadilla,New York
2018-01-01,B6,939,New York,Aguadilla
2018-01-01,B6,940,Sarasota,Boston
2018-01-01,B6,943,Fort Lauderdale,Long Beach
2018-01-01,B6,944,Long Beach,Fort Lauderdale
2018-01-01,B6,948,Las Vegas,New York
2018-01-01,B6,951,Boston,Orlando
2018-01-01,B6,952,Orlando,Boston
2018-01-01,B6,953,Fort Lauderdale,San Juan / Carolina
2018-01-01,B6,954,San Juan / Carolina,Fort Lauderdale
2018-01-01,B6,959,Hartford,Fort Lauderdale
2018-01-01,B6,961,Boston,San Juan / Carolina
2018-01-01,B6,962,San Juan / Carolina,Boston
2018-01-01,B6,966,Fort Myers,Boston
2018-01-01,B6,969,Richmond,Orlando
2018-01-01,B6,970,Orlando,Richmond
2018-01-01,B6,971,New York,Fort Lauderdale
2018-01-01,B6,975,Philadelphia,Fort Lauderdale
2018-01-01,B6,976,Fort Lauderdale,Philadelphia
2018-01-01,B6,983,New York,Orlando
2018-01-01,B6,984,Raleigh,Boston
2018-01-01,B6,987,Boston,Los Angeles
2018-01-01,B6,988,Los Angeles,Boston
2018-01-01,B6,989,Boston,"Washington, D.C. / Arlington County"
2018-01-01,B6,990,Orlando,New York
2018-01-01,B6,992,Tampa,Boston
2018-01-01,B6,993,Boston,Denver
2018-01-01,B6,994,Denver,Boston
2018-01-01,B6,996,Atlanta,Boston
2018-01-01,B6,997,Boston,Atlanta
2018-01-01,B6,1001,Buffalo,New York
2018-01-01,B6,1006,Long Beach,Seattle / Tacoma (SeaTac)
2018-01-01,B6,1007,Seattle / Tacoma (SeaTac),Long Beach
2018-01-01,B6,1011,Boston,Chicago
2018-01-01,B6,1012,Chicago,Boston
2018-01-01,B6,1013,New York,Long Beach
2018-01-01,B6,1017,Jacksonville,Fort Lauderdale
2018-01-01,B6,1018,Fort Lauderdale,Jacksonville
2018-01-01,B6,1022,West Palm Beach,Boston
2018-01-01,B6,1023,"Washington, D.C. / Arlington County",Orlando
2018-01-01,B6,1031,Boston,Houston
2018-01-01,B6,1033,Orlando,San Juan / Carolina
2018-01-01,B6,1034,San Juan / Carolina,Orlando
2018-01-01,B6,1035,"Charlotte Amalie, St. Thomas",San Juan / Carolina
2018-01-01,B6,1038,Austin,Boston
2018-01-01,B6,1039,Boston,Austin
2018-01-01,B6,1041,New York,Savannah
2018-01-01,B6,1042,Savannah,New York
2018-01-01,B6,1043,New York / Newark,West Palm Beach
2018-01-01,B6,1044,West Palm Beach,New York / Newark
2018-01-01,B6,1053,Fort Lauderdale,San Juan / Carolina
2018-01-01,B6,1059,Boston,Philadelphia
2018-01-01,B6,1061,New York,West Palm Beach
2018-01-01,B6,1062,West Palm Beach,New York
2018-01-01,B6,1065,Boston,Fort Myers
2018-01-01,B6,1066,Fort Myers,Boston
2018-01-01,B6,1068,West Palm Beach,White Plains
2018-01-01,B6,1070,Fort Lauderdale,Boston
2018-01-01,B6,1075,Providence,Orlando
2018-01-01,B6,1076,Orlando,Providence
2018-01-01,B6,1078,Las Vegas,Boston
2018-01-01,B6,1081,Boston,Richmond
2018-01-01,B6,1085,Syracuse,Fort Lauderdale
2018-01-01,B6,1086,Fort Lauderdale,Syracuse
2018-01-01,B6,1089,New York,Orlando
2018-01-01,B6,1091,Fort Lauderdale,Aguadilla
2018-01-01,B6,1092,Aguadilla,Fort Lauderdale
2018-01-01,B6,1094,Austin,New York
2018-01-01,B6,1097,Boston,Atlanta
2018-01-01,B6,1098,"Washington, D.C. / Arlington County",Hartford
2018-01-01,B6,1099,New York,Orlando
2018-01-01,B6,1100,New Orleans,Boston
2018-01-01,B6,1105,New York,Chicago
2018-01-01,B6,1106,Chicago,New York
2018-01-01,B6,1109,Boston,Jacksonville
2018-01-01,B6,1115,Boston,Dallas
2018-01-01,B6,1118,Charlotte,New York
2018-01-01,B6,1119,New York,Charlotte
2018-01-01,B6,1121,Portland,Long Beach
2018-01-01,B6,1122,West Palm Beach,Boston
2018-01-01,B6,1125,Raleigh,Fort Lauderdale
2018-01-01,B6,1126,Fort Lauderdale,Raleigh
2018-01-01,B6,1130,Fort Lauderdale,Charleston
2018-01-01,B6,1134,San Juan / Carolina,Orlando
2018-01-01,B6,1136,Long Beach,San Francisco
2018-01-01,B6,1137,Boston,Detroit
2018-01-01,B6,1141,Hartford,West Palm Beach
2018-01-01,B6,1142,West Palm Beach,Hartford
2018-01-01,B6,1143,New York / Newark,West Palm Beach
2018-01-01,B6,1145,Richmond,Fort Lauderdale
2018-01-01,B6,1146,Fort Lauderdale,Richmond
2018-01-01,B6,1152,Orlando,Boston
2018-01-01,B6,1154,"Washington, D.C. / Arlington County",Boston
2018-01-01,B6,1155,Boston,"Washington, D.C. / Arlington County"
2018-01-01,B6,1159,Boston,Philadelphia
2018-01-01,B6,1161,New York,West Palm Beach
2018-01-01,B6,1162,Tampa,New York
2018-01-01,B6,1165,Boston,Fort Myers
2018-01-01,B6,1166,Long Beach,Sacramento
2018-01-01,B6,1168,West Palm Beach,White Plains
2018-01-01,B6,1169,Richmond,Orlando
2018-01-01,B6,1170,Orlando,Richmond
2018-01-01,B6,1171,New York,Fort Lauderdale
2018-01-01,B6,1179,Las Vegas,Long Beach
2018-01-01,B6,1183,New York,Orlando
2018-01-01,B6,1184,Orlando,New York
2018-01-01,B6,1185,New York,Raleigh
2018-01-01,B6,1186,Raleigh,New York
2018-01-01,B6,1191,New Orleans,Boston
2018-01-01,B6,1196,Fort Lauderdale,Providence
2018-01-01,B6,1197,Providence,Fort Lauderdale
2018-01-01,B6,1198,Orlando,New York
2018-01-01,B6,1201,New York,Fort Lauderdale
2018-01-01,B6,1202,Fort Lauderdale,New York
2018-01-01,B6,1205,New York,Portland
2018-01-01,B6,1206,Portland,New York
2018-01-01,B6,1208,"Washington, D.C. / Dulles / Chantilly",New York
2018-01-01,B6,1209,Boston,Jacksonville
2018-01-01,B6,1210,Jacksonville,Boston
2018-01-01,B6,1211,Baltimore,Orlando
2018-01-01,B6,1212,Orlando,Baltimore
2018-01-01,B6,1215,Boston,Buffalo
2018-01-01,B6,1216,Buffalo,Boston
2018-01-01,B6,1217,Boston,New York
2018-01-01,B6,1223,"Washington, D.C. / Arlington County",Orlando
2018-01-01,B6,1224,Los Angeles,New York
2018-01-01,B6,1226,Baltimore,Boston
2018-01-01,B6,1233,Orlando,San Juan / Carolina
2018-01-01,B6,1234,San Juan / Carolina,Orlando
2018-01-01,B6,1235,San Francisco,Long Beach
2018-01-01,B6,1236,San Juan / Carolina,"Charlotte Amalie, St. Thomas"
2018-01-01,B6,1237,Boston,Detroit
2018-01-01,B6,1245,Boston,Charlotte
2018-01-01,B6,1246,Charlotte,Boston
2018-01-01,B6,1251,White Plains,Fort Myers
2018-01-01,B6,1252,Fort Myers,White Plains
2018-01-01,B6,1254,West Palm Beach,New York
2018-01-01,B6,1259,Boston,Philadelphia
2018-01-01,B6,1262,West Palm Beach,New York
2018-01-01,B6,1266,Fort Myers,Boston
2018-01-01,B6,1269,Boston,Fort Lauderdale
2018-01-01,B6,1271,New York,Fort Lauderdale
2018-01-01,B6,1272,Fort Lauderdale,New York
2018-01-01,B6,1273,New York,Charleston
2018-01-01,B6,1274,Charleston,New York
2018-01-01,B6,1279,"Washington, D.C. / Arlington County",Fort Lauderdale
2018-01-01,B6,1281,Boston,Richmond
2018-01-01,B6,1282,Richmond,Boston
2018-01-01,B6,1285,Boston,Pittsburgh
2018-01-01,B6,1286,Pittsburgh,Boston
2018-01-01,B6,1289,New York / Newark,San Juan / Carolina
2018-01-01,B6,1290,San Juan / Carolina,New York / Newark
2018-01-01,B6,1294,Orlando,White Plains
2018-01-01,B6,1295,New York,Austin
2018-01-01,B6,1301,Boston,New Orleans
2018-01-01,B6,1304,San Juan / Carolina,New York
2018-01-01,B6,1307,New York,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,B6,1308,"Washington, D.C. / Dulles / Chantilly",New York
2018-01-01,B6,1317,Boston,New York
2018-01-01,B6,1318,New York,Boston
2018-01-01,B6,1331,Boston,New York
2018-01-01,B6,1332,New York,Boston
2018-01-01,B6,1336,Detroit,Boston
2018-01-01,B6,1347,"Washington, D.C. / Arlington County",San Juan / Carolina
2018-01-01,B6,1348,San Juan / Carolina,"Washington, D.C. / Arlington County"
2018-01-01,B6,1351,Boston,Orlando
2018-01-01,B6,1352,Orlando,Boston
2018-01-01,B6,1371,New York,Fort Lauderdale
2018-01-01,B6,1374,Charleston,New York
2018-01-01,B6,1379,"Washington, D.C. / Arlington County",Fort Lauderdale
2018-01-01,B6,1380,Fort Lauderdale,"Washington, D.C. / Arlington County"
2018-01-01,B6,1383,Boston,Raleigh
2018-01-01,B6,1389,New York / Newark,San Juan / Carolina
2018-01-01,B6,1390,Orlando,New York
2018-01-01,B6,1403,New York,San Juan / Carolina
2018-01-01,B6,1407,New York,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,B6,1410,Jacksonville,Boston
2018-01-01,B6,1415,New York,San Francisco
2018-01-01,B6,1416,Long Beach,Austin
2018-01-01,B6,1417,Austin,Long Beach
2018-01-01,B6,1422,New Orleans,Fort Lauderdale
2018-01-01,B6,1423,Fort Lauderdale,New Orleans
2018-01-01,B6,1424,Los Angeles,New York
2018-01-01,B6,1425,New York,Tampa
2018-01-01,B6,1426,Baltimore,Boston
2018-01-01,B6,1427,Boston,Baltimore
2018-01-01,B6,1432,New York,Boston
2018-01-01,B6,1433,Orlando,San Juan / Carolina
2018-01-01,B6,1434,San Juan / Carolina,Orlando
2018-01-01,B6,1435,San Francisco,Long Beach
2018-01-01,B6,1436,Long Beach,San Francisco
2018-01-01,B6,1443,New York / Newark,West Palm Beach
2018-01-01,B6,1444,West Palm Beach,New York / Newark
2018-01-01,B6,1447,White Plains,Tampa
2018-01-01,B6,1451,Boston,Orlando
2018-01-01,B6,1454,San Juan / Carolina,Fort Lauderdale
2018-01-01,B6,1459,Hartford,Fort Lauderdale
2018-01-01,B6,1460,Fort Lauderdale,Hartford
2018-01-01,B6,1472,Fort Lauderdale,New York
2018-01-01,B6,1473,New York,Charleston
2018-01-01,B6,1474,Charleston,New York
2018-01-01,B6,1479,"Washington, D.C. / Arlington County",Fort Lauderdale
2018-01-01,B6,1480,Fort Lauderdale,"Washington, D.C. / Arlington County"
2018-01-01,B6,1482,Richmond,Boston
2018-01-01,B6,1494,Orlando,White Plains
2018-01-01,B6,1502,Fort Lauderdale,New York
2018-01-01,B6,1503,New York,San Juan / Carolina
2018-01-01,B6,1505,New York / Newark,Fort Lauderdale
2018-01-01,B6,1507,New York,"Washington, D.C. / Dulles / Chantilly"
2018-01-01,B6,1511,New York / Newark,Fort Myers
2018-01-01,B6,1512,Fort Myers,New York / Newark
2018-01-01,B6,1516,San Francisco,New York
2018-01-01,B6,1521,Portland,Long Beach
2018-01-01,B6,1522,Long Beach,Portland
2018-01-01,B6,1523,New York,Los Angeles
2018-01-01,B6,1527,New York / Newark,Orlando
2018-01-01,B6,1534,Tampa,Hartford
2018-01-01,B6,1551,Boston,Orlando
2018-01-01,B6,1552,Orlando,Boston
2018-01-01,B6,1565,Boston,Fort Myers
2018-01-01,B6,1567,White Plains,West Palm Beach
2018-01-01,B6,1572,Fort Lauderdale,New York
2018-01-01,B6,1579,"Washington, D.C. / Arlington County",Fort Lauderdale
2018-01-01,B6,1580,Fort Lauderdale,"Washington, D.C. / Arlington County"
2018-01-01,B6,1581,"Washington, D.C. / Arlington County",Fort Myers
2018-01-01,B6,1582,Fort Myers,"Washington, D.C. / Arlington County"
2018-01-01,B6,1583,Boston,Raleigh
2018-01-01,B6,1586,Orlando,Buffalo
2018-01-01,B6,1590,Fort Lauderdale,Detroit
2018-01-01,B6,1600,Boston,"Washington, D.C. / Arlington County"
2018-01-01,B6,1601,New York,Fort Lauderdale
2018-01-01,B6,1602,Fort Lauderdale,New York
2018-01-01,B6,1611,New York,Las Vegas
2018-01-01,B6,1616,Buffalo,Boston
2018-01-01,B6,1623,New York,Los Angeles
2018-01-01,B6,1625,San Jose,Long Beach
2018-01-01,B6,1626,Long Beach,San Jose
2018-01-01,B6,1630,Fort Myers,New York
2018-01-01,B6,1631,Salt Lake City,Long Beach
2018-01-01,B6,1632,Long Beach,Salt Lake City
2018-01-01,B6,1633,Burlington,New York
2018-01-01,B6,1634,New York,Burlington
2018-01-01,B6,1635,San Francisco,Long Beach
2018-01-01,B6,1653,Fort Lauderdale,San Juan / Carolina
2018-01-01,B6,1654,San Juan / Carolina,Fort Lauderdale
